topk,node,tested_nodes,detected_nodes,escaped_nodes,detected_faults,escaped_faults,node_cov_pct,fault_cov_pct
344,n2136,344,344,0,679,9,100.00,98.69
345,n1820,345,345,0,681,9,100.00,98.70
346,n2277,346,346,0,683,9,100.00,98.70
347,n1063,347,347,0,685,9,100.00,98.70
348,n482,348,348,0,687,9,100.00,98.71
349,n1750,349,349,0,689,9,100.00,98.71
350,n2423,350,350,0,691,9,100.00,98.71
351,n1993,351,351,0,693,9,100.00,98.72
352,n2448,352,352,0,694,10,100.00,98.58
353,n2100,353,353,0,695,11,100.00,98.44
354,n1722,354,354,0,697,11,100.00,98.45
355,n1600,355,355,0,699,11,100.00,98.45
356,n1954,356,356,0,700,12,100.00,98.31
357,n2246,357,357,0,701,13,100.00,98.18
358,n1010,358,358,0,703,13,100.00,98.18
359,n2392,359,359,0,704,14,100.00,98.05
360,n1191,360,360,0,706,14,100.00,98.06
361,n2022,361,361,0,708,14,100.00,98.06
362,n1673,362,362,0,710,14,100.00,98.07
363,n2541,363,363,0,712,14,100.00,98.07
364,n1303,364,364,0,714,14,100.00,98.08
365,n2192,365,365,0,715,15,100.00,97.95
366,n2156,366,366,0,716,16,100.00,97.81
367,n773,367,367,0,717,17,100.00,97.68
368,n1757,368,368,0,719,17,100.00,97.69
369,n2074,369,369,0,721,17,100.00,97.70
370,n1875,370,370,0,723,17,100.00,97.70
371,n1525,371,371,0,725,17,100.00,97.71
372,n2254,372,372,0,726,18,100.00,97.58
373,n1911,373,373,0,728,18,100.00,97.59
374,n2549,374,374,0,730,18,100.00,97.59
375,n3294,375,375,0,732,18,100.00,97.60
376,n2232,376,376,0,734,18,100.00,97.61
377,n1049,377,377,0,736,18,100.00,97.61
378,n1128,378,378,0,738,18,100.00,97.62
379,n1145,379,379,0,740,18,100.00,97.63
380,n1201,380,380,0,742,18,100.00,97.63
381,n1209,381,381,0,744,18,100.00,97.64
382,n1218,382,382,0,746,18,100.00,97.64
383,n1237,383,383,0,748,18,100.00,97.65
384,n1262,384,384,0,750,18,100.00,97.66
385,n1284,385,385,0,752,18,100.00,97.66
386,n1320,386,386,0,754,18,100.00,97.67
387,n1329,387,387,0,756,18,100.00,97.67
388,n1349,388,388,0,758,18,100.00,97.68
389,n1357,389,389,0,760,18,100.00,97.69
390,n1410,390,390,0,762,18,100.00,97.69
391,n1442,391,391,0,764,18,100.00,97.70
392,n1469,392,392,0,766,18,100.00,97.70
393,n1478,393,393,0,768,18,100.00,97.71
394,n1506,394,394,0,770,18,100.00,97.72
395,n1551,395,395,0,772,18,100.00,97.72
396,n1573,396,396,0,774,18,100.00,97.73
397,n1581,397,397,0,776,18,100.00,97.73
398,n1654,398,398,0,778,18,100.00,97.74
399,n3260,399,399,0,780,18,100.00,97.74
400,n385,400,400,0,782,18,100.00,97.75
401,n410,401,401,0,784,18,100.00,97.76
402,n422,402,402,0,786,18,100.00,97.76
403,n438,403,403,0,788,18,100.00,97.77
404,n463,404,404,0,790,18,100.00,97.77
405,n475,405,405,0,792,18,100.00,97.78
406,n519,406,406,0,794,18,100.00,97.78
407,n531,407,407,0,796,18,100.00,97.79
408,n558,408,408,0,798,18,100.00,97.79
409,n599,409,409,0,800,18,100.00,97.80
410,n676,410,410,0,802,18,100.00,97.80
411,n719,411,411,0,804,18,100.00,97.81
412,n732,412,412,0,806,18,100.00,97.82
413,n744,413,413,0,808,18,100.00,97.82
414,n837,414,414,0,810,18,100.00,97.83
415,n864,415,415,0,812,18,100.00,97.83
416,n901,416,416,0,814,18,100.00,97.84
417,n971,417,417,0,816,18,100.00,97.84
418,n368,418,418,0,818,18,100.00,97.85
419,n1090,419,419,0,819,19,100.00,97.73
420,n1925,420,420,0,820,20,100.00,97.62
421,n2512,421,421,0,822,20,100.00,97.62
422,n2139,422,422,0,824,20,100.00,97.63
423,n2484,423,423,0,825,21,100.00,97.52
424,n2582,424,424,0,826,22,100.00,97.41
425,n287,425,425,0,828,22,100.00,97.41
426,n314,426,426,0,830,22,100.00,97.42
427,n331,427,427,0,832,22,100.00,97.42
428,n343,428,428,0,834,22,100.00,97.43
429,n356,429,429,0,836,22,100.00,97.44
430,n2265,430,430,0,838,22,100.00,97.44
431,n2094,431,431,0,840,22,100.00,97.45
432,n2001,432,432,0,842,22,100.00,97.45
433,n2538,433,433,0,843,23,100.00,97.34
434,n2355,434,434,0,844,24,100.00,97.24
435,n1808,435,435,0,845,25,100.00,97.13
436,n2395,436,436,0,847,25,100.00,97.13
437,n3257,437,437,0,848,26,100.00,97.03
438,n1782,438,438,0,850,26,100.00,97.03
439,n2319,439,439,0,851,27,100.00,96.92
440,n2268,440,440,0,853,27,100.00,96.93
441,n2560,441,441,0,855,27,100.00,96.94
442,n1709,442,442,0,857,27,100.00,96.95
443,n2290,443,443,0,858,28,100.00,96.84
444,n3325,444,444,0,860,28,100.00,96.85
445,n1802,445,445,0,862,28,100.00,96.85
446,n2375,446,446,0,863,29,100.00,96.75
447,n2260,447,447,0,864,30,100.00,96.64
448,n3053,448,448,0,866,30,100.00,96.65
449,n1508,449,449,0,867,31,100.00,96.55
450,n2249,450,450,0,869,31,100.00,96.56
451,n1855,451,451,0,871,31,100.00,96.56
452,n690,452,452,0,873,31,100.00,96.57
453,n1633,453,453,0,875,31,100.00,96.58
454,n1844,454,454,0,876,32,100.00,96.48
455,n2431,455,455,0,878,32,100.00,96.48
456,n2784,456,456,0,879,33,100.00,96.38
457,n1968,457,457,0,880,34,100.00,96.28
458,n2716,458,458,0,881,35,100.00,96.18
459,n2988,459,459,0,883,35,100.00,96.19
460,n2077,460,460,0,885,35,100.00,96.20
461,n1730,461,461,0,887,35,100.00,96.20
462,n1965,462,462,0,889,35,100.00,96.21
463,n2529,463,463,0,890,36,100.00,96.11
464,n1962,464,464,0,891,37,100.00,96.01
465,n1799,465,465,0,892,38,100.00,95.91
466,n2386,466,466,0,894,38,100.00,95.92
467,n2826,467,467,0,896,38,100.00,95.93
468,n3274,468,468,0,898,38,100.00,95.94
469,n1395,469,469,0,899,39,100.00,95.84
470,n3002,470,470,0,900,40,100.00,95.74
471,n2656,471,471,0,902,40,100.00,95.75
472,n3189,472,472,0,903,41,100.00,95.66
473,n2436,473,473,0,904,42,100.00,95.56
474,n2552,474,474,0,905,43,100.00,95.46
475,n3121,475,475,0,907,43,100.00,95.47
476,n2296,476,476,0,909,43,100.00,95.48
477,n3056,477,477,0,910,44,100.00,95.39
478,n3328,478,478,0,911,45,100.00,95.29
479,n2792,479,479,0,913,45,100.00,95.30
480,n2004,480,480,0,915,45,100.00,95.31
481,n2985,481,481,0,916,46,100.00,95.22
482,n2442,482,482,0,918,46,100.00,95.23
483,n3158,483,483,0,919,47,100.00,95.13
484,n3192,484,484,0,921,47,100.00,95.14
485,n1118,485,485,0,923,47,100.00,95.15
486,n3362,486,486,0,924,48,100.00,95.06
487,n2993,487,487,0,926,48,100.00,95.07
488,n2588,488,488,0,928,48,100.00,95.08
489,n3124,489,489,0,929,49,100.00,94.99
490,n3396,490,490,0,931,49,100.00,95.00
491,n2818,491,491,0,932,50,100.00,94.91
492,n2852,492,492,0,933,51,100.00,94.82
493,n2622,493,493,0,935,51,100.00,94.83
494,n3223,494,494,0,937,51,100.00,94.84
495,n3393,495,495,0,939,51,100.00,94.85
496,n1639,496,496,0,940,52,100.00,94.76
497,n2894,497,497,0,942,52,100.00,94.77
498,n3090,498,498,0,943,53,100.00,94.68
499,n2648,499,499,0,944,54,100.00,94.59
500,n2920,500,500,0,945,55,100.00,94.50
501,n1987,501,501,0,946,56,100.00,94.41
502,n2721,502,502,0,948,56,100.00,94.42
503,n1998,503,503,0,949,57,100.00,94.33
504,n3359,504,504,0,951,57,100.00,94.35
505,n1412,505,505,0,953,57,100.00,94.36
506,n2217,506,506,0,954,58,100.00,94.27
507,n1115,507,507,0,956,58,100.00,94.28
508,n1765,508,508,0,958,58,100.00,94.29
509,n2144,509,509,0,959,59,100.00,94.20
510,n2338,510,510,0,960,60,100.00,94.12
511,n1847,511,511,0,962,60,100.00,94.13
512,n1692,512,512,0,963,61,100.00,94.04
513,n1984,513,513,0,965,61,100.00,94.05
514,n2285,514,514,0,967,61,100.00,94.07
515,n2557,515,515,0,968,62,100.00,93.98
516,n2150,516,516,0,970,62,100.00,93.99
517,n3019,517,517,0,971,63,100.00,93.91
518,n2758,518,518,0,973,63,100.00,93.92
519,n3141,519,519,0,974,64,100.00,93.83
520,n1376,520,520,0,976,64,100.00,93.85
521,n1838,521,521,0,978,64,100.00,93.86
522,n2063,522,522,0,979,65,100.00,93.77
523,n2209,523,523,0,980,66,100.00,93.69
524,n2212,524,524,0,982,66,100.00,93.70
525,n2411,525,525,0,983,67,100.00,93.62
526,n665,526,526,0,984,68,100.00,93.54
527,n638,527,527,0,986,68,100.00,93.55
528,n798,528,528,0,988,68,100.00,93.56
529,n958,529,529,0,990,68,100.00,93.57
530,n1544,530,530,0,991,69,100.00,93.49
531,n1791,531,531,0,992,70,100.00,93.41
532,n2378,532,532,0,994,70,100.00,93.42
533,n1712,533,533,0,996,70,100.00,93.43
534,n2585,534,534,0,998,70,100.00,93.45
535,n1619,535,535,0,999,71,100.00,93.36
536,n1973,536,536,0,1001,71,100.00,93.38
537,n1990,537,537,0,1002,72,100.00,93.30
538,n2049,538,538,0,1004,72,100.00,93.31
539,n2577,539,539,0,1006,72,100.00,93.32
540,n2369,540,540,0,1008,72,100.00,93.33
541,n2046,541,541,0,1009,73,100.00,93.25
542,n2083,542,542,0,1010,74,100.00,93.17
543,n2119,543,543,0,1011,75,100.00,93.09
544,n933,544,544,0,1012,76,100.00,93.01
545,n2389,545,545,0,1014,76,100.00,93.03
546,n3098,546,546,0,1015,77,100.00,92.95
547,n2928,547,547,0,1017,77,100.00,92.96
548,n1497,548,548,0,1019,77,100.00,92.97
549,n1630,549,549,0,1021,77,100.00,92.99
550,n1703,550,550,0,1023,77,100.00,93.00
551,n1754,551,551,0,1024,78,100.00,92.92
552,n1867,552,552,0,1026,78,100.00,92.93
553,n1872,553,553,0,1027,79,100.00,92.86
554,n1940,554,554,0,1029,79,100.00,92.87
555,n2341,555,555,0,1031,79,100.00,92.88
556,n2459,556,556,0,1033,79,100.00,92.90
557,n2492,557,557,0,1034,80,100.00,92.82
558,n2565,558,558,0,1035,81,100.00,92.74
559,n2130,559,559,0,1037,81,100.00,92.75
560,n1038,560,560,0,1038,82,100.00,92.68
561,n1785,561,561,0,1040,82,100.00,92.69
562,n2122,562,562,0,1042,82,100.00,92.70
563,n826,563,563,0,1043,83,100.00,92.63
564,n1917,564,564,0,1044,84,100.00,92.55
565,n2504,565,565,0,1046,84,100.00,92.57
566,n1070,566,566,0,1048,84,100.00,92.58
